packet_frequency,hops_count,payload_entropy,Score,Label
62.258169855929964,28.17870966959785,5.236411157356754,0.8541530862906231,Safe
1262.7823383233156,30.492984809734924,10.577646791685542,1.0256017447536274,Malicious
68.15549409150117,6.9635213913428355,3.5035276244889277,-0.5262725282933355,Safe
3.8025489591025554,25.697821504120807,3.4516207247708057,1.5794397428520464,Malicious
3.8025489591025554,11.596770736563242,6.195557339249328,-0.1597317788300289,Safe
49.9128539373808,4.619702287704884,4.108509217632591,0.5073361913203013,Malicious
32.239810291225496,7.106413326430668,5.138398065222466,-0.12123054732541513,Safe
72.59937245074912,11.613718881276187,9.491986360377693,0.7653247708589384,Safe
25.47745142708893,14.502207177035123,2.368637121252934,0.33460277194919197,Safe
1071.0165804269925,6.088114284971331,2.673055611140751,1.1245635583719844,Safe
1328.667990162493,5.046995959271319,2.4685754616186197,1.1384988515118826,Safe
1272.173902981951,10.290280000737377,5.721420865451249,0.5795744785063508,Safe
1328.667990162493,26.572144085971775,2.5247254644630654,0.42669535843996964,Malicious
154.80865961894557,4.035904085659916,2.988107535786444,0.8304193991510149,Safe
3.8025489591025554,4.01381186882578,4.1086657030461655,0.33948411881455764,Safe
1326.2930587874112,28.250229448501216,9.405406936838288,0.1794230832047713,Malicious
109.75921487652312,29.48530061813099,10.816191032418695,-0.20538268999835516,Malicious
1328.667990162493,28.84013748966571,9.358963618836995,0.5076638085420944,Malicious
118.37062018058853,6.7484437132103325,3.9249774724665447,-0.17083105224726977,Safe
89.14521852389251,10.98201301373306,2.963580089111358,0.46020257981541035,Safe
1328.667990162493,31.423146665454812,10.381988629629742,1.335403513717119,Malicious
1228.2025155319848,13.260648705507398,5.357540875251564,0.8621995812859617,Malicious
1188.0600420168232,8.676200565800556,2.402863358440769,0.5089468876063059,Malicious
183.18112967220833,33.33743011976844,9.935853359771555,0.4792089332513356,Malicious
149.12379250359643,24.467427997101165,10.099699572688646,1.7001969258075045,Malicious
3.8025489591025554,5.320599104014265,5.545180533111241,1.3059729073752417,Safe
7.249690411902645,3.3961576705288303,5.017863128369077,0.3901797019258251,Safe
42.605713561634204,3.3961576705288303,4.000193562572032,0.852285462234795,Safe
119.29675878255603,3.3961576705288303,3.695057411926684,0.484213815081308,Safe
1328.667990162493,28.404387693858,2.521692138014251,1.7001969258075045,Malicious
